epoch,loss,val_loss
0,0.448617606759,0.336088049412
1,0.373135720491,0.318451946974
2,0.356647678614,0.301291280985
3,0.334981839061,0.276791882515
4,0.318935731053,0.263754808903
5,0.302533317208,0.24183434248
6,0.286378002167,0.226619011164
7,0.275820056796,0.223237335682
8,0.260784843862,0.198822560906
9,0.252071605325,0.195107296109
10,0.242325766385,0.17367593646
11,0.233330948949,0.172678551078
12,0.227685705721,0.167157173157
13,0.216310978532,0.159821552038
14,0.206667636037,0.156469714642
15,0.189612255692,0.144332611561
16,0.183737609386,0.142440903187
17,0.174008048773,0.138128563762
18,0.171413697302,0.150500363111
19,0.164746239781,0.137852427363
20,0.160632084906,0.133939489722
21,0.155670380741,0.126817765832
22,0.153787972331,0.124066275358
23,0.149234652817,0.116518521309
24,0.146190315187,0.114567027986
25,0.145944415033,0.109749391675
26,0.143714269847,0.10829179436
27,0.142207085043,0.109111991525
28,0.138621587902,0.122000950575
29,0.139769574255,0.104759073257
30,0.137207672894,0.11227543056
31,0.13478767246,0.100858056545
32,0.132191309929,0.110455194116
33,0.13092114687,0.102901212871
34,0.129670200944,0.0951068282127
35,0.131950181872,0.0931249767542
36,0.129048854709,0.0871965795755
37,0.130135942847,0.0984965637326
38,0.129850074351,0.0968890160322
39,0.129449361712,0.101933406293
40,0.126701319218,0.0875635236502
41,0.126239351928,0.0905688479543
42,0.126359963864,0.0857344776392
43,0.124375631958,0.0919441908598
44,0.126639705449,0.0977470636368
45,0.125449667871,0.0823742315173
46,0.12854508549,0.0928572520614
47,0.121845351905,0.0905441179872
48,0.123145330697,0.0892935007811
49,0.124414732456,0.0895325884223
50,0.121239506751,0.0860025629401
51,0.122841005325,0.101190170646
52,0.124358972013,0.0867812544107
53,0.121768927425,0.0951689735055
54,0.121397320479,0.0869955047965
55,0.121488176137,0.083566506207
56,0.120355535001,0.083606004715
57,0.122905517966,0.086842982471
58,0.120389573872,0.106083211303
59,0.121156940162,0.0860269069672
60,0.118893323839,0.0840256631374
61,0.119784513563,0.0857120811939
62,0.120534184873,0.0868324428797
63,0.115330820978,0.0862102910876
64,0.118543894291,0.0798986569047
65,0.117379441112,0.0867660105228
66,0.116894505173,0.0871295675635
67,0.120799438506,0.0884813785553
68,0.118403325975,0.0798085227609
69,0.119667088389,0.0893061101437
70,0.121194173396,0.0849431082606
71,0.120495736599,0.0924006268382
72,0.119984382689,0.0917528197169
73,0.117821005285,0.0842797115445
74,0.119394713938,0.0862738460302
75,0.117891895026,0.087491260469
76,0.116397678554,0.0826362252235
77,0.119530261755,0.0833342313766
78,0.115795410722,0.0850933656096
79,0.116877982616,0.0891580402851
80,0.118217909485,0.0827544420958
81,0.113212337345,0.086072589457
82,0.116200513393,0.0800888732076
83,0.116059447974,0.0834816291928
84,0.114443827569,0.0783166989684
85,0.115919477493,0.0859637394547
86,0.115698280036,0.0883155047894
87,0.115213118345,0.0812053576112
88,0.116702063382,0.0856992125511
89,0.117201672196,0.082550150156
90,0.11652430445,0.0882121011615
91,0.115965449065,0.0795395046473
92,0.113632479906,0.0810921758413
93,0.115395123363,0.0875338807702
94,0.114529459774,0.0828531473875
95,0.115184729695,0.0835656777024
96,0.113909945339,0.0834429219365
97,0.113519230336,0.0864534944296
98,0.11263327837,0.0895598888397
99,0.114243485779,0.0800578698516
100,0.114786129445,0.0873255133629
101,0.113108955175,0.0771930351853
102,0.115564528555,0.0868601083755
103,0.118511700481,0.086005140841
104,0.114850271344,0.0808254718781
105,0.114288435727,0.0760144338012
106,0.113599739075,0.0776101872325
107,0.114559555948,0.0839346259832
108,0.115388798863,0.0823240920901
109,0.113573885858,0.0821070194244
110,0.112554870695,0.0824284657836
111,0.114600525349,0.0884692728519
112,0.113779334575,0.0820225387812
113,0.11358016476,0.0812680900097
114,0.115185665935,0.0826970666647
115,0.109873927832,0.0809121251106
116,0.112190773934,0.0813200026751
117,0.114165629447,0.0781049102545
118,0.112259666473,0.0765052199364
119,0.111980758458,0.0775373414159
120,0.113247372359,0.0820350170135
121,0.11130816862,0.0833192482591
122,0.11221223861,0.0770951643586
123,0.110907606781,0.0818494483829
124,0.107970474958,0.0826169893146
125,0.111247159094,0.0767817467451
126,0.110636473,0.0753373205662
