epoch,loss,val_loss
0,7.77957463503,0.742761597037
1,0.761918457747,0.396347038448
2,0.520504339933,0.388819627464
3,0.472494672537,0.34972204268
4,0.427068675756,0.333272784948
5,0.439456811547,0.37390140444
6,0.417374405265,0.341493099928
7,0.412651130557,0.338444285095
8,0.406917372942,0.347458727658
9,0.400613242388,0.351107574999
10,0.406367399693,0.344601549208
11,0.398640874624,0.34261636436
12,0.392485496998,0.317260570824
13,0.404247537851,0.331897102296
14,0.398536864519,0.324176423252
15,0.3931673944,0.309505514801
16,0.395789949894,0.339459463954
17,0.383577802777,0.323891453445
18,0.388270311356,0.320326812565
19,0.383866561055,0.321278847754
20,0.386643962264,0.335929825902
21,0.37927192986,0.332562074065
22,0.384846346974,0.304719224572
23,0.380672527552,0.310657605529
24,0.37597196579,0.321388252079
25,0.384122713208,0.332723140717
26,0.37449683547,0.317935302854
27,0.376250024438,0.313645660877
28,0.375918197632,0.340161696076
29,0.372535066009,0.301778689027
30,0.373976468444,0.298808418214
31,0.375616229773,0.315602920949
32,0.377306081653,0.319797083735
33,0.370125241876,0.303802892566
34,0.368097127676,0.310519777238
35,0.369688335061,0.318121485412
36,0.357451036572,0.310624226928
37,0.363625894785,0.30749745667
38,0.360893127322,0.327133782208
39,0.361174205542,0.30477912724
40,0.362604224086,0.294608309865
41,0.359438602328,0.289751503617
42,0.361435719728,0.316977441311
43,0.353990536928,0.326049394906
44,0.354402130842,0.283887542784
45,0.359695448875,0.295591235161
46,0.348822970986,0.297828942537
47,0.360600836277,0.290152586997
48,0.353767674565,0.296683609486
49,0.354059374332,0.280417256057
50,0.348734487891,0.280323155224
51,0.341539916396,0.268185421824
52,0.345264976025,0.293414846063
53,0.342663744092,0.260881967843
54,0.340842336416,0.288279034197
55,0.347486699224,0.264196977019
56,0.344978784919,0.267012469471
57,0.343361259103,0.29112957418
58,0.337149241567,0.290313005447
59,0.342966893911,0.284118928015
60,0.334230253696,0.264505371451
61,0.333242415786,0.293580792844
62,0.332835707068,0.269264131784
63,0.331885196567,0.267005544156
64,0.321874795556,0.266966816038
65,0.324108867645,0.275382481515
66,0.327644655108,0.26974889636
67,0.326558406353,0.26213292405
68,0.316524843574,0.257697917521
69,0.328826881051,0.252881955355
70,0.318943602443,0.264384537935
71,0.319055966139,0.262406267226
72,0.317884673476,0.264645837247
73,0.310686935186,0.25869942829
74,0.309881675839,0.250180829316
75,0.309345407486,0.256340626627
76,0.312445321679,0.259204477072
77,0.307945129275,0.245163612068
78,0.299480021,0.241863273084
79,0.308933724165,0.237731229514
80,0.308105226159,0.244395304471
81,0.301745505631,0.245953865349
82,0.300818178654,0.229652658105
83,0.30026429832,0.241211079061
84,0.297801314592,0.242976810783
85,0.301591035724,0.24306871742
86,0.298085238934,0.226294599473
87,0.289324916601,0.232298642397
88,0.287545921206,0.238211181015
89,0.288068728745,0.23110121116
90,0.28863624692,0.217018775642
91,0.2909445557,0.219739701599
92,0.283921485245,0.25271994248
93,0.281346456409,0.225637771189
94,0.280537592173,0.216363057494
95,0.279760758281,0.234550699592
96,0.276074552238,0.222440265119
97,0.280232762396,0.206793233752
98,0.271644994617,0.225845366716
99,0.270197723508,0.208239804953
100,0.267350076735,0.205830074847
101,0.272085531056,0.211130384356
102,0.269604273438,0.21598412469
103,0.268176735342,0.205908168107
104,0.259589155018,0.200293913484
105,0.256814956367,0.235693491995
106,0.255458828807,0.200600169599
107,0.258075872362,0.198502067477
108,0.261085566282,0.1830178909
109,0.246170048416,0.214480526745
110,0.245186381042,0.196694981307
111,0.242465671897,0.184118241072
112,0.240782588422,0.182203531265
113,0.245622418821,0.20134793967
114,0.241434441507,0.182944927365
115,0.234251927137,0.181056562811
116,0.237437932789,0.186162613332
117,0.229982382655,0.174122028053
